"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","1986","FN","1987","FN","1988","FN","1989","FN","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN","2017","FN"
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_PSSGR","SD","Passenger volume, by air transport","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,489,035.00","NA, 26, 118","","","",""
"9","9.1","9.1.2","C090102","Passenger and freight volumes, by mode of transport","IS_TRP_PSSGRKM","SD","Passenger volume (passenger kilometres), by air transport","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilometres","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1,974,239,000.00","NA, 26","","","",""
"9","9.2","9.2.1","C090201","Manufacturing value added as a proportion of GDP and per capita","NV_IND_MANF","SD","Manufacturing value added share in GDP at constant 2010 United States dollars","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.48","M, 11, 119","18.92","M, 12, 119","19.26","M, 13, 119","19.77","M, 14, 119","21.33","M, 15, 119","22.31","M, 16, 119","23.04","M, 17, 119","22.99","M, 18, 119","23.92","M, 19, 119","23.36","M, 20, 119","24.02","M, 21, 119","24.97","M, 22, 119","26.04","M, 23, 119","24.47","M, 24, 119","24.27","M, 25, 119","24.30","M, 26, 119","24.39","M, 27, 119","",""
"9","9.2","9.2.1","C090201","Manufacturing value added as a proportion of GDP and per capita","NV_IND_MANFPC","SD","Manufacturing value added per capita at constant 2010 United States dollars","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","503.64","M, 11, 119","543.52","M, 12, 119","584.61","M, 13, 119","646.54","M, 14, 119","781.71","M, 15, 119","899.38","M, 16, 119","1,026.76","M, 17, 119","1,116.74","M, 18, 119","1,284.86","M, 19, 119","1,259.60","M, 20, 119","1,397.59","M, 21, 119","1,534.08","M, 22, 119","1,626.90","M, 23, 119","1,543.05","M, 24, 119","1,554.70","M, 25, 119","1,496.59","M, 26, 119","1,459.42","M, 27, 119","",""
"9","9.2","9.2.2","C090202","Manufacturing employment as a proportion of total employment","SL_TLF_MANF","SD","Manufacturing employment as a proportion of total employment","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.35","M, 21, 120","22.44","M, 22, 120","22.47","M, 23, 120","22.08","M, 24, 120","21.34","M, 25, 120","20.48","M, 26, 120","","","",""
"9","9.4","9.4.1","C090401","CO2 emission per unit of value added","EN_ATM_CO2","+","Emissions of carbon dioxide","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.11","C, 11, 121","50.90","C, 12, 121","50.78","C, 13, 121","51.37","C, 14, 121","54.46","C, 15, 121","55.01","C, 16, 121","57.23","C, 17, 121","55.72","C, 18, 121","58.44","C, 19, 121","55.91","C, 20, 121","59.86","C, 21, 121","56.93","C, 22, 121","57.78","C, 23, 121","58.24","C, 24, 121","57.43","C, 25, 121","","","","","",""
"9","9.4","9.4.1","C090401","CO2 emission per unit of value added","EN_ATM_CO2GDP","+","Emissions of carbon dioxide per unit of GDP (PPP)","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","kg CO2 equivalent per USD1 constant 2005 PPP GDP","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.73","C, 11, 121","0.68","C, 12, 121","0.65","C, 13, 121","0.61","C, 14, 121","0.58","C, 15, 121","0.54","C, 16, 121","0.51","C, 17, 121","0.45","C, 18, 121","0.43","C, 19, 121","0.41","C, 20, 121","0.41","C, 21, 121","0.37","C, 22, 121","0.37","C, 23, 121","0.37","C, 24, 121","0.36","C, 25, 121","","","","","",""
"9","9.4","9.4.1","C090401","CO2 emission per unit of value added","EN_ATM_CO2MVA","+","Emissions of carbon dioxide per unit of Manufacturing Value Added","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms per constant USD","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.58","M, 11, 122","0.56","M, 12, 122","0.51","M, 13, 122","0.52","M, 14, 122","0.47","M, 15, 122","0.42","M, 16, 122","0.37","M, 17, 122","0.37","M, 18, 122","0.34","M, 19, 122","0.31","M, 20, 122","0.31","M, 21, 122","0.29","M, 22, 122","0.30","M, 23, 122","0.33","M, 24, 122","0.33","M, 25, 122","","","","","",""
"9","9.5","9.5.1","C090501","Research and development expenditure as a proportion of GDP","GB_XPD_RSDV","SD","Research and development (R&D) expenditure as a proportion of GDP","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.72","C","0.71","C","0.62","C","0.61","C","0.63","C","0.68","C","0.66","C","0.96","C","0.74","C","0.64","C","0.69","C","0.70","C","0.67","C","0.67","C","","","","","","","",""
"9","9.a","9.a.1","C090a01","Total official international support (official development assistance plus other official flows) to infrastructure","DC_TOF_INFRAL","SD","Total official flows for infrastructure, by recipient","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Constant USD","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.43","NA, 16, 182","6.76","NA, 17, 182","9.95","NA, 18, 182","18.34","NA, 19, 182","117.48","NA, 20, 182","70.33","NA, 21, 182","31.85","NA, 22, 182","151.01","NA, 23, 182","190.99","NA, 24, 182","166.05","NA, 25, 182","84.58","NA, 26, 182","","","",""
"9","9.b","9.b.1","C090b01","Proportion of medium and high-tech industry value added in total value added","NV_IND_TECH","SD","Proportion of medium and high-tech industry value added in total value added","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.00","M, 11, 123","42.00","M, 12, 123","42.00","M, 13, 123","42.00","M, 14, 123","42.00","M, 15, 123","42.00","M, 16, 123","42.00","M, 17, 123","42.00","M, 18, 123","42.00","M, 19, 123","36.84","M, 20, 123","39.98","M, 21, 123","47.13","M, 22, 123","43.26","M, 23, 123","36.45","M, 24, 123","36.45","M, 25, 123","","","","","",""
"9","9.c","9.c.1","C090c01","Proportion of population covered by a mobile network, by technology","IT_MOB_2GNTWK","SD","Proportion of population covered by at least a 2G mobile network","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.00","13","87.00","14","88.00","15","90.00","16","92.50","17","96.60","18, 124","98.60","19, 125","99.40","20, 124","99.70","21, 126","99.70","22, 126","99.70","23, 126","99.90","24, 126","99.80","25, 126","99.90","26, 126","","","",""
"9","9.c","9.c.1","C090c01","Proportion of population covered by a mobile network, by technology","IT_MOB_3GNTWK","SD","Proportion of population covered by at least a 3G mobile network","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","11, 124","","","59.30","13, 124","67.00","14, 126","80.00","15, 126","87.40","16, 126","89.10","17, 126","95.70","18, 126","95.70","19, 126","59.30","20, 124","67.00","21, 126","80.00","22, 126","87.40","23, 126","89.10","24, 126","95.70","25, 126","95.70","26, 126","","","",""
"9","9.c","9.c.1","C090c01","Proportion of population covered by a mobile network, by technology","IT_MOB_4GNTWK","SD","Proportion of population covered by at least a 4G mobile network","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.40","26, 126","","","",""
"10","10.1","10.1.1","C100101","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","SI_HEI_BTN40","SD","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.13","G, 22, 203","","","","","8.46","G, 25, 58, 204","","","","","",""
"10","10.1","10.1.1","C100101","Growth rates of household expenditure or income per capita among the bottom 40 per cent of the population and the total population","SI_HEI_TOTL","SD","Growth rates of household expenditure or income per capita","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.16","G, 25, 58, 204","","","","","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRECOSOC","SD","Proportion of developing countries in the membership of the UN Economic and Social Council","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.85","G, 11, 129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRIBRD","SD","Proportion of developing countries in the membership of the International Bank for Reconstruction and Development","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.55","G, 11, 130","","","","","","","","","0.54","G, 16, 134","","","","","","","","","0.53","G, 21, 137","","","","","","","","","0.53","G, 26, 140","0.53","G, 27, 143","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRIFC","SD","Proportion of developing countries in the membership of the International Finance Corporation","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.57","G, 11, 127","","","","","","","","","0.56","G, 16, 132","","","","","","","","","0.55","G, 21, 135","","","","","","","","","0.54","G, 26, 138","0.54","G, 27, 141","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRIMF","SD","Proportion of developing countries in the membership of the International Monetary Fund","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.56","G, 11, 128","","","","","","","","","0.55","G, 16, 133","","","","","","","","","0.55","G, 21, 136","","","","","","","","","0.53","G, 26, 139","0.53","G, 27, 142","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRUNGA","SD","Proportion of developing countries in the membership of the UN General Assembly","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53","G, 11, 131","","","","","","","","","0.52","G, 16, 131","","","","","","","","","0.52","G, 21, 131","","","","","","","","","0.52","G, 26, 131","0.52","G, 27, 131","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTECOSOC","SD","Proportion of voting rights of developing countries in the UN Economic and Social Council","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.85","G, 11, 129","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTIBRD","SD","Proportion of voting rights of developing countries in the International Bank for Reconstruction and Development","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.22","G, 11, 130","","","","","","","","","0.22","G, 16, 134","","","","","","","","","0.22","G, 21, 137","","","","","","","","","0.21","G, 26, 140","0.21","G, 27, 143","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTIFC","SD","Proportion of voting rights of developing countries in the International Finance Corporation","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.23","G, 11, 127","","","","","","","","","0.22","G, 16, 132","","","","","","","","","0.22","G, 21, 135","","","","","","","","","0.22","G, 26, 138","0.22","G, 27, 141","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTIMF","SD","Proportion of voting rights of developing countries in the International Monetary Fund","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.19","G, 11, 128","","","","","","","","","0.19","G, 16, 133","","","","","","","","","0.19","G, 21, 136","","","","","","","","","0.18","G, 26, 139","0.17","G, 27, 142","",""
"10","10.6","10.6.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTUNGA","SD","Proportion of voting rights of developing countries in the UN General Assembly","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53","G, 11, 131","","","","","","","","","0.52","G, 16, 131","","","","","","","","","0.52","G, 21, 131","","","","","","","","","0.52","G, 26, 131","0.52","G, 27, 131","",""
"10","10.b","10.b.1","C100b01","Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)","DC_TRF_TOTL","SD","Total assistance for development, by recipient","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","USD","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5.48","NA, 11, 205","39.27","NA, 12, 205","77.30","NA, 13, 205","18.05","NA, 14, 205","-25.69","NA, 15, 205","141.02","NA, 16, 205","365.70","NA, 17, 205","634.12","NA, 18, 205","1,260.22","NA, 19, 205","559.90","NA, 20, 205","787.68","NA, 21, 205","446.49","NA, 22, 205","922.23","NA, 23, 205","594.54","NA, 24, 205","1,090.26","NA, 25, 205","480.04","NA, 26, 205","","","",""
"11","11.5","11.5.2","C110502","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","VC_DSR_AALG","SD","Direct disaster economic loss, average annual loss in relation to global GDP","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 1,000 USD","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.19","E, 27, 59, 206","",""
"11","11.5","11.5.2","C110502","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","VC_DSR_AALT","+","Direct disaster economic loss, average annual loss","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","USD","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","394.79","E, 27, 59, 206","",""
"11","11.5","11.5.2","C110502","Direct economic loss in relation to global GDP, damage to critical infrastructure and number of disruptions to basic services, attributed to disasters","VC_DSR_EXVAL","+","Direct disaster economic loss, exposed value","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","USD","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","229,400.00","E, 27, 59","",""
"11","11.6","11.6.2","C110602","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","EN_ATM_PM25","SD","Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Micrograms per cubic meter","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.36","E, 23, 144, 207","","","","","","","","","",""
"11","11.6","11.6.2","C110602","Annual mean levels of fine particulate matter (e.g. PM2.5 and PM10) in cities (population weighted)","EN_ATM_PM25","SD","Annual mean levels of fine particulate matter (PM2.5) in cities (population weighted)","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Urban","Both sexes or no breakdown by sex","","Micrograms per cubic meter","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.04","E, 23, 144, 208","","","","","","","","","",""
"11","11.b","11.b.1","C200304","Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030","SG_DSR_LEGREG","+","Number of countries with legislative and/or regulatory provisions been made for managing disaster risk","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00","C, 24, 60, 176","","","1.00","C, 26, 60, 176","","","",""
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPC","SD","Material footprint per capita","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.06","C, 11, 104","0.03","C, 12, 104","0.04","C, 13, 104","0.04","C, 14, 104","0.05","C, 15, 104","0.04","C, 16, 104","0.06","C, 17, 104","0.07","C, 18, 104","0.05","C, 19, 104","0.05","C, 20, 104","0.05","C, 21, 104","","","","","","","","","","","","","",""
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRPG","SD","Material footprint per unit of GDP","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","C, 11, 104","0.02","C, 12, 104","0.02","C, 13, 104","0.02","C, 14, 104","0.02","C, 15, 104","0.01","C, 16, 104","0.02","C, 17, 104","0.02","C, 18, 104","0.01","C, 19, 104","0.01","C, 20, 104","0.01","C, 21, 104","","","","","","","","","","","","","",""
"12","12.2","12.2.1","C200202","Material footprint, material footprint per capita, and material footprint per GDP","EN_MAT_FTPRTN","SD","Material footprint","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","596,000.00","C, 11, 104","344,200.00","C, 12, 104","395,600.00","C, 13, 104","419,600.00","C, 14, 104","450,200.00","C, 15, 104","428,000.00","C, 16, 104","569,100.00","C, 17, 104","675,100.00","C, 18, 104","502,000.00","C, 19, 104","498,300.00","C, 20, 104","491,900.00","C, 21, 104","","","","","","","","","","","","","",""
"12","12.2","12.2.2","C200203","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","EN_MAT_DOMCMPC","SD","Domestic material consumption per capita","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.49","C, 11, 104","8.13","C, 12, 104","8.29","C, 13, 104","9.34","C, 14, 104","10.49","C, 15, 104","10.93","C, 16, 104","12.66","C, 17, 104","13.41","C, 18, 104","15.39","C, 19, 104","15.22","C, 20, 104","14.85","C, 21, 104","","","","","","","","","","","","","",""
"12","12.2","12.2.2","C200203","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","EN_MAT_DOMCMPG","SD","Domestic material consumption per unit of GDP","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Kilograms","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.03","C, 11, 104","3.66","C, 12, 104","3.53","C, 13, 104","3.69","C, 14, 104","3.69","C, 15, 104","3.50","C, 16, 104","3.66","C, 17, 104","3.56","C, 18, 104","3.70","C, 19, 104","3.64","C, 20, 104","3.28","C, 21, 104","","","","","","","","","","","","","",""
"12","12.2","12.2.2","C200203","Domestic material consumption, domestic material consumption per capita, and domestic material consumption per GDP","EN_MAT_DOMCMPT","SD","Domestic material consumption","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84,764,624.00","C, 11, 104","80,607,320.00","C, 12, 104","81,722,864.00","C, 13, 104","91,343,856.00","C, 14, 104","101,952,056.00","C, 15, 104","105,624,392.00","C, 16, 104","121,776,592.00","C, 17, 104","128,545,640.00","C, 18, 104","147,044,880.00","C, 19, 104","144,985,616.00","C, 20, 104","140,969,648.00","C, 21, 104","","","","","","","","","","","","","",""
"12","12.4","12.4.1","C120401","Number of parties to international multilateral environmental agreements on hazardous waste, and other chemicals that meet their commitments and obligations in transmitting information as required by each relevant agreement","SG_HAZ_CMRBASEL","+","Compliance with the Basel Convention on hazardous waste and other chemicals","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.00","C, 26, 145","","","",""
"12","12.4","12.4.1","C120401","Number of parties to international multilateral environmental agreements on hazardous waste, and other chemicals that meet their commitments and obligations in transmitting information as required by each relevant agreement","SG_HAZ_CMRMNTRL","+","Compliance with the Montreal Protocol on hazardous waste and other chemicals","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.00","C, 26, 146","","","",""
"12","12.4","12.4.1","C120401","Number of parties to international multilateral environmental agreements on hazardous waste, and other chemicals that meet their commitments and obligations in transmitting information as required by each relevant agreement","SG_HAZ_CMRROTDAM","+","Compliance with the Rotterdam Convention on hazardous waste and other chemicals","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","C, 26, 147","","","",""
"12","12.4","12.4.1","C120401","Number of parties to international multilateral environmental agreements on hazardous waste, and other chemicals that meet their commitments and obligations in transmitting information as required by each relevant agreement","SG_HAZ_CMRSTHOLM","+","Compliance with the Stockholm Convention on hazardous waste and other chemicals","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.00","C, 26, 148","","","",""
"13","13.1","13.1.2","C200304","Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015-2030","SG_DSR_LEGREG","+","Number of countries with legislative and/or regulatory provisions been made for managing disaster risk","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00","C, 24, 60, 176","","","1.00","C, 26, 60, 176","","","",""
"15","15.1","15.1.1","C150101","Forest area as a proportion of total land area","AG_LND_FRST","SD","Forest area as a proportion of total land area","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","37.50","NA, 1, 149","","","","","","","","","","","","","","","","","","","39.87","NA, 11, 149","","","","","","","","","40.66","NA, 16, 149","","","","","","","","","41.13","NA, 21, 149","","","","","","","","","41.61","NA, 26, 149","","","",""
"15","15.1","15.1.1","C150101","Forest area as a proportion of total land area","AG_LND_FRSTN","+","Forest area as a proportion of total land area","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Hectares","Units","","","","","","","","","7,780.00","NA, 1, 149","","","","","","","","","","","","","","","","","","","8,273.00","NA, 11, 149","","","","","","","","","8,436.00","NA, 16, 149","","","","","","","","","8,534.00","NA, 21, 149","","","","","","","","","8,633.50","NA, 26, 149","","","",""
"15","15.1","15.1.1","C150101","Forest area as a proportion of total land area","AG_LND_TOTL","+","Forest area as a proportion of total land area","M49_EUR_EE","BLR","Belarus","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Hectares","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20,748.00","NA, 26, 149","","","",""
